TankNum,Month,Day ,Year,ExptDay,DaphniaC1Adult,DaphniaC1Juv,DaphniaC2Adult,DaphniaC2Juv,DaphniaC3,DaphniaC3Juv,DaphniaC4Adult,DaphniaC4Juv,CerioC1,CerioC2,CerioC3,CerioC4,Invaded (Y/N),Species1,Count1,Species2,Count2,Snails,Liters,Notes,Observer,EnteredBy,CheckedBy
84,March ,6,2019,33,35,25,20,33,31,23,12,17,0,0,0,0,n,,,,,3,0.65,,jw,ac,JH
84,March,9,2019,36,18,30,33,49,26,32,37,30,0,0,0,0,n,,,,,3,0.5,egg snail mass,jw,ac,JH
84,March ,13,2019,40,67,54,38,41,40,45,30,52,0,0,0,0,y,copepod,1,,,3,0.4,so many snail eggs,jw,ac,JH
87,February,2,2019,1,20,0,0,0,0,0,0,0,0,0,0,0,n,,,,,4,,,jw,ac,JH
87,February,6,2019,5,1,0,2,0,2,0,0,0,0,0,0,0,n,,,,,3,1.05,,jw,ac,JH
87,February,9,2019,8,0,1,1,1,1,1,0,0,0,0,0,0,n,,,,,3,0.9,,jw,ac,JH
87,February,13,2019,12,2,1,1,4,3,2,1,0,0,0,0,0,n,,,,,3,0.8,,lsb,ac,JH
87,February,16,2019,15,13,2,6,7,3,3,4,7,0,0,0,0,n,,,,,3,0.78,,jw,ac,JH
87,February,20,2019,19,15,31,12,21,9,22,21,34,0,0,0,0,n,,,,,1,0.68,,jw,ac,JH
87,February,23,2019,22,8,36,11,25,7,20,12,25,0,0,0,0,n,,,,,1,0.72,,ac,ac,JH
87,February,27,2019,26,14,14,15,4,15,18,20,15,0,0,0,0,n,,,,,0,0.6,,jw,ac,JH
87,March,2,2019,29,27,7,54,0,33,3,29,7,0,0,0,0,n,,,,,0,0.64,,jw,ac,JH
87,March ,6,2019,33,11,12,18,10,26,6,36,5,0,0,0,0,n,,,,,0,0.5,,jw,ac,JH
87,March,9,2019,36,17,27,25,21,28,22,22,19,0,0,0,0,n,,,,,0,0.46,,jw,ac,JH
87,March ,13,2019,40,23,24,20,19,24,16,27,22,0,0,0,0,n,,,,,0,0.38,,jw,ac,JH
88,February,2,2019,1,,,,,,,,,6,6,6,6,n,,,,,,1,,jw,jw,JW
88,February,6,2019,5,,,,,,,,,0,0,0,0,n,,,,,,1.05,,jw,jw,JW
88,February,9,2019,8,,,,,,,,,0,0,0,0,n,,,,,,0.9,,jw,jw,JW
88,February,13,2019,12,,,,,,,,,0,0,0,0,n,,,,,,0.8,,jw,jw,JW
88,February,16,2019,15,,,,,,,,,0,0,0,0,n,,,,,,0.78,,jw,jw,JW
88,February,20,2019,19,,,,,,,,,0,0,0,0,n,,,,,,0.68,,jw,jw,JW
88,February,23,2019,22,,,,,,,,,0,0,0,0,y,daphnia,1,,,,0.68,,jw,jw,JW
88,February,27,2019,26,,,,,,,,,0,0,0,0,n,,,,,,0.67,,jw,jw,JW
88,March,2,2019,29,,,,,,,,,0,0,0,0,n,,,,,,0.62,,jw,jw,JW
88,March,6,2019,33,,,,,,,,,0,0,0,0,n,,,,,,0.46,,jw,jw,JW
88,March,9,2019,36,,,,,,,,,0,0,0,0,n,,,,,,0.44,,jw,jw,JW
88,March,13,2019,40,,,,,,,,,0,0,0,0,n,,,,,,0.24,filtered at end nothing,jw,jw,JW
90,February,2,2019,1,1,0,1,0,1,0,1,0,,,,,n,,,,,,1,,jw,jw,JW
90,February,6,2019,5,2,0,0,0,0,0,1,0,,,,,n,,,,,,1,,jw,jw,JW
90,February,9,2019,8,1,1,1,1,0,1,0,3,,,,,n,,,,,,0.8,,jw,jw,JW
90,February,13,2019,12,1,9,2,7,1,9,0,9,,,,,n,,,,,,0.78,,jw,jw,JW
90,February,16,2019,15,22,16,4,9,1,13,7,12,,,,,n,,,,,,0.74,,jw,jw,JW
90,February,20,2019,19,31,32,8,34,8,31,18,40,,,,,y,copepod,1,,,,0.6,,jw,jw,JW
90,February,23,2019,22,17,32,21,42,13,25,16,35,,,,,n,,,,,,0.6,,jw,jw,JW
90,February,27,2019,26,14,19,58,19,42,20,47,21,,,,,n,,,,,,0.5,,lb,jw,JW
90,March,2,2019,29,47,102,44,106,75,96,54,96,,,,,n,,,,,,0.5,add h20 as count ,jw,jw,JW
90,March,6,2019,33,68,102,111,196,69,180,88,194,,,,,n,,,,,,0.4,,jw,jw,JW
90,March,9,2019,36,123,106,123,126,132,87,77,96,,,,,y,copeopod,1,,,,0.4,,jw,jw,JW
90,March,13,2019,40,202,126,211,136,166,102,183,111,,,,,n,,,,,,0.48,add h20 as count,jw,jw,JW
92,February,2,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,,1,,jw,jw,JW
92,February,6,2019,5,1,0,1,0,0,0,1,0,0,0,0,0,y,copepod,1,,,,0.95,,jw,jw,JW
92,February,9,2019,8,0,0,2,0,1,0,0,0,0,0,0,0,n,,,,,,0.88,,jw,jw,JW
92,February,13,2019,12,0,11,0,3,1,8,1,4,0,0,0,0,n,,,,,,0.8,,jw,jw,JW
92,February,16,2019,15,11,11,10,16,3,22,7,17,0,0,0,0,n,,,,,,0.7,,jw,jw,JW
92,February,20,2019,19,18,29,18,25,14,26,19,39,0,0,0,0,n,,,,,,0.66,,jw,jw,JW
92,February,23,2019,22,11,33,9,21,12,28,6,12,0,0,0,0,n,,,,,,0.68,,jw,jw,JW
92,February,27,2019,26,54,7,35,11,46,12,43,6,0,0,0,0,n,,,,,,0.56,,jw,jw,JW
92,March,2,2019,29,54,121,50,107,31,89,64,105,0,0,0,0,n,,,,,,0.5,,jw,jw,JW
92,March,6,2019,33,49,314,62,330,68,411,33,296,0,0,0,0,n,,,,,,0.5,,jw,jw,JW
92,March,9,2019,36,94,358,113,373,89,334,105,393,0,0,0,0,n,,,,,,0.52,add h2o to count,jw,jw,JW
92,March,13,2019,40,222,296,209,229,195,121,187,142,0,0,0,0,n,,,,,,0.74,add h2o to count,jw,jw,JW
93,February,2,2019,1,1,0,1,0,1,0,1,0,,,,,n,,,,,,1,,jw,jw,JW
93,February,6,2019,5,0,0,1,0,2,0,1,0,,,,,n,,,,,,1,,jw,jw,JW
93,February,9,2019,8,2,0,2,3,1,0,0,3,,,,,n,,,,,,0.95,,jw,jw,JW
93,February,13,2019,12,2,6,2,4,1,6,5,6,,,,,n,,,,,,0.8,,jw,jw,JW
93,February,16,2019,15,5,16,5,13,6,17,3,12,,,,,n,,,,,,0.77,,jw,jw,JW
93,February,20,2019,19,12,51,12,46,12,35,13,61,,,,,n,,,,,,0.72,,jw,jw,JW
93,February,23,2019,22,4,29,11,41,15,31,13,27,,,,,n,,,,,,0.74,,jw,jw,JW
93,February,27,2019,26,46,14,20,17,59,27,59,23,,,,,n,,,,,,0.5,,lb,jw,JW
93,March,2,2019,29,56,47,60,54,41,49,46,45,,,,,n,,,,,,0.66,,jw,jw,JW
93,March,6,2019,33,67,50,53,71,68,75,68,60,,,,,n,,,,,,0.5,,jw,jw,JW
93,March,9,2019,36,172,135,158,134,122,110,108,127,,,,,n,,,,,,0.44,add water as counted,jw,jw,JW
93,March,13,2019,40,266,188,154,142,229,187,123,193,,,,,n,,,,,,0.5,"add water as counted, start L 0.38",jw,jw,JW
95,February,2,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,4,1,,jw,jw,JW
95,February,6,2019,5,1,0,1,0,0,0,1,0,0,0,0,0,n,,,,,4,1.1,,jw,jw,JW
95,February,9,2019,8,1,0,0,1,1,0,1,0,0,0,0,0,n,,,,,4,1,,jw,jw,JW
95,February,13,2019,12,0,3,0,0,0,4,0,2,0,0,0,0,n,,,,,4,0.88,,jw,jw,JW
95,February,16,2019,15,0,8,3,5,5,6,2,6,0,0,0,0,n,,,,,4,0.82,,jw,jw,JW
95,February,20,2019,19,7,30,9,24,3,29,4,25,0,0,0,0,n,,,,,4,0.7,,jw,jw,JW
95,February,23,2019,22,18,29,6,25,7,17,14,30,0,0,0,0,n,,,,,4,0.72,,jw,jw,JW
95,February,27,2019,26,16,17,16,19,27,21,26,13,0,0,0,0,n,,,,,4,0.6,,jw,jw,JW
95,March,2,2019,29,13,22,29,28,29,31,28,33,0,0,0,0,n,,,,,4,0.6,,jw,jw,JW
95,March,6,2019,33,24,41,27,26,32,30,30,33,0,0,0,0,n,,,,,4,0.48,,jw,jw,JW
95,March,9,2019,36,38,29,46,29,37,33,39,36,0,0,0,0,y,copepod,1,ostracod,1,4,0.38,,jw,jw,JW
95,March,13,2019,40,61,38,60,59,23,15,29,27,0,0,0,0,y,copepod,1,,,4,0.3,,jw,jw,JW
96,February,2,2019,1,,,,,,,,,6,6,6,6,n,,,,,,1,,jw,jw,JW
96,February,6,2019,5,,,,,,,,,2,3,1,3,n,,,,,,1.05,,jw,jw,JW
96,February,9,2019,8,,,,,,,,,2,3,3,4,n,,,,,,0.9,,jw,jw,JW
96,February,13,2019,12,,,,,,,,,0,0,0,0,n,,,,,,0.82,,jw,jw,JW
96,February,16,2019,15,,,,,,,,,0,0,0,0,y,daphnia,1,,,,0.75,,jw,jw,JW
96,February,20,2019,19,,,,,,,,,0,0,0,0,n,,,,,,0.7,,jw,jw,JW
96,February,23,2019,22,,,,,,,,,0,0,0,0,n,,,,,,0.72,,jw,jw,JW
96,February,27,2019,26,,,,,,,,,0,0,0,0,n,,,,,,0.6,,jw,jw,JW
96,March,2,2019,29,,,,,,,,,0,0,0,0,n,,,,,,0.6,,jw,jw,JW
96,March,6,2019,33,,,,,,,,,0,0,0,0,n,,,,,,0.58,,jw,jw,JW
96,March,9,2019,36,,,,,,,,,0,0,0,0,n,,,,,,0.4,,jw,jw,JW
96,March,13,2019,40,,,,,,,,,0,0,0,0,n,,,,,,0.24,when filtered at end nothing,jw,jw,JW
97,February,2,2019,1,,,,,,,,,6,6,6,6,n,,,,,,1,,jw,jw,JW/ Ofure
97,February,6,2019,5,,,,,,,,,0,0,0,2,n,,,,,,1,,jw,jw,JW/ Ofure
97,February,9,2019,8,,,,,,,,,0,0,1,3,n,,,,,,0.9,,jw,jw,JW/ Ofure
97,February,13,2019,12,,,,,,,,,0,0,0,0,y,copepod,3,,,,0.82,,jw,jw,JW/ Ofure
97,February,16,2019,15,,,,,,,,,0,0,0,0,y,copepod,9,,,,0.78,,jw,jw,JW/ Ofure
97,February,20,2019,19,,,,,,,,,0,0,0,0,y,copepod,5,,,,0.7,,jw,jw,JW/ Ofure
97,February,23,2019,22,,,,,,,,,0,0,0,0,y,copepod,9,,,,0.7,,jw,jw,JW/ Ofure
97,February,27,2019,26,,,,,,,,,0,0,0,0,y,copepod,5,,,,0.6,,jw,jw,JW/ Ofure
97,March,2,2019,29,,,,,,,,,0,0,0,0,y,copepod,7,,,,0.64,,jw,jw,JW/ Ofure
97,March,6,2019,33,,,,,,,,,0,0,0,0,y,copepod,6,tube,1,,0.58,,jw,jw,JW/ Ofure
97,March,9,2019,36,,,,,,,,,0,0,0,0,y,copepod,10,,,,0.4,,jw,jw,JW/ Ofure
97,March,13,2019,40,,,,,,,,,0,0,0,0,y,copepod,18,,,,0.3,when filtered at end many copepods,jw,jw,JW/ Ofure
98,February,2,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,4,1,,jw,jw,Ofure
98,February,6,2019,5,0,0,0,1,0,1,0,0,0,0,0,0,n,,,,,4,1,,jw,jw,Ofure
98,February,9,2019,8,1,2,0,2,1,0,0,2,0,0,0,1,n,,,,,3,0.86,one dead,jw,jw,Ofure
98,February,13,2019,12,1,9,0,4,1,8,4,9,0,0,0,0,n,,,,,3,0.78,,jw,jw,Ofure
98,February,16,2019,15,3,30,3,25,8,28,2,19,0,0,0,0,n,,,,,3,0.7,,jw,jw,Ofure
98,February,20,2019,19,10,67,3,56,11,56,12,75,0,0,0,0,n,,,,,3,0.62,,jw,jw,Ofure
98,February,23,2019,22,13,61,5,44,7,52,13,75,0,0,0,0,n,,,,,3,0.64,,jw,jw,Ofure
98,February,27,2019,26,16,49,7,33,19,48,24,55,0,0,0,0,n,,,,,3,0.52,,jw,jw,Ofure
98,March,2,2019,29,48,57,21,66,38,75,29,69,0,0,0,0,n,,,,,3,0.52,,jw,jw,Ofure
98,March,6,2019,33,44,49,30,42,37,87,41,58,0,0,0,0,n,,,,,3,0.4,add water to count,jw,jw,Ofure
98,March,9,2019,36,53,79,49,63,57,84,71,52,0,0,0,0,n,,,,,3,0.38,,jw,jw,Ofure
98,March,13,2019,40,53,37,55,35,53,44,51,51,0,0,0,0,n,,,,,1,0.26,,jw,jw,Ofure
99,February,2,2019,1,1,0,1,0,1,0,1,0,,,,,n,,,,,,1,,jw,jw,Ofure
99,February,6,2019,5,0,0,1,0,0,0,0,0,,,,,n,,,,,,1,,jw,jw,Ofure
99,February,9,2019,8,0,1,0,0,1,0,0,0,,,,,n,,,,,,0.8,,jw,jw,Ofure
99,February,13,2019,12,4,5,0,1,2,3,1,3,,,,,n,,,,,,0.8,,lb,jw,Ofure
99,February,16,2019,15,6,11,7,6,4,11,1,8,,,,,n,,,,,,0.62,,jw,jw,Ofure
99,February,20,2019,19,9,34,8,22,5,29,14,34,,,,,n,,,,,,0.6,,jw,jw,Ofure
99,February,23,2019,22,17,55,11,38,9,37,19,50,,,,,n,,,,,,0.6,,jw,jw,Ofure
99,February,27,2019,26,14,26,21,25,32,31,9,24,,,,,n,,,,,,0.5,,lb,jw,Ofure
99,March,2,2019,29,40,26,39,34,34,39,37,39,,,,,n,,,,,,0.42,,jw,jw,Ofure
99,March,6,2019,33,38,47,25,20,47,35,42,39,,,,,n,,,,,,0.4,,lb,jw,Ofure
99,March,9,2019,36,60,11,76,29,59,28,13,35,,,,,n,,,,,,0.28,,jw,jw,Ofure
99,March,13,2019,40,62,23,44,12,34,18,44,27,,,,,n,,,,,,0.2,,jw,jw,Ofure
100,February,2,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,,1,,jw,jw,Ofure
100,February,6,2019,5,0,0,0,0,1,0,0,0,0,0,0,0,n,,,,,1,1.1,snail removed to tank 91,jw,jw,Ofure
100,February,9,2019,8,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.96,,jw,jw,Ofure
100,February,13,2019,12,0,1,0,3,1,3,1,3,1,1,0,1,n,,,,,,0.82,,jw,jw,Ofure
100,February,16,2019,15,2,6,2,9,4,7,1,8,0,0,0,1,n,,,,,,0.8,,jw,jw,Ofure
100,February,20,2019,19,9,13,3,12,5,12,8,10,0,0,0,0,n,,,,,,0.7,,jw,jw,Ofure
100,February,23,2019,22,12,38,5,28,8,18,8,29,0,0,2,0,n,,,,,,0.68,,jw,jw,Ofure
100,February,27,2019,26,9,35,12,43,28,45,10,31,0,0,0,0,n,,,,,,0.58,,jw,jw,Ofure
100,March,2,2019,29,30,30,21,29,37,38,30,35,0,0,0,0,n,,,,,,0.49,,jw,jw,Ofure
100,March,6,2019,33,27,25,45,34,44,41,53,38,0,0,0,0,n,,,,,,0.4,,jw,jw,Ofure
100,March,9,2019,36,57,83,67,72,48,79,58,67,0,0,0,0,n,,,,,,0.3,,jw,jw,Ofure
100,March,13,2019,40,57,49,39,54,40,56,41,60,0,0,0,0,n,,,,,,0.3,,jw,jw,Ofure
101,February,2,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,,1,,jw,jw,Ofure
101,February,6,2019,5,0,0,1,0,0,0,0,0,0,1,2,0,n,,,,,,1.05,,jw,jw,Ofure
101,February,9,2019,8,0,0,0,0,0,0,0,0,0,0,0,0,n,,,,,,0.95,,jw,jw,Ofure
101,February,13,2019,12,1,0,0,4,0,3,0,2,0,0,0,0,n,,,,,,0.8,,jw,jw,Ofure
101,February,16,2019,15,7,3,3,2,2,1,0,2,0,0,0,0,y,copepod,1,,,,0.8,,jw,jw,Ofure
101,February,20,2019,19,4,11,9,8,5,13,9,6,0,0,0,0,n,,,,,,0.68,,jw,jw,Ofure
101,February,23,2019,22,4,33,13,43,9,44,6,41,0,0,0,0,y,copepod,2,,,,0.68,,jw,jw,Ofure
101,February,27,2019,26,11,28,13,36,13,39,16,29,0,0,0,0,n,,,,,,0.52,,jw,jw,Ofure
101,March,2,2019,29,45,35,34,37,47,45,42,46,0,0,0,0,y,copepod,16,,,,0.5,,jw,jw,Ofure
101,March,6,2019,33,30,45,36,34,40,45,58,44,0,0,0,0,y,copepod,12,,,,0.42,,jw,jw,Ofure
101,March,9,2019,36,52,49,42,43,33,42,52,38,0,0,0,0,y,copepod,13,,,,0.34,,jw,jw,Ofure
101,March,13,2019,40,27,29,34,26,37,20,36,41,0,0,0,0,y,copepod,10,,,,0.32,,jw,jw,Ofure
104,February,2,2019,1,1,0,1,0,1,0,1,0,0,0,0,0,n,,,,,,1,,jw,jw,Ofure
104,February,6,2019,5,1,0,1,0,0,0,2,0,,,,,n,,,,,,1.25,,jw,jw,Ofure
104,February,9,2019,8,1,1,0,1,1,0,0,4,,,,,n,,,,,,1.1,,jw,jw,Ofure
104,February,13,2019,12,1,13,0,14,0,5,1,10,,,,,n,,,,,,0.96,,jw,jw,Ofure
104,February,16,2019,15,1,27,7,19,1,20,4,26,,,,,n,,,,,,0.9,,jw,jw,Ofure
104,February,20,2019,19,6,32,10,32,8,55,6,37,,,,,n,,,,,,0.82,,jw,jw,Ofure
104,February,23,2019,22,9,22,16,29,21,46,11,41,,,,,n,,,,,,0.8,,jw,jw,Ofure
104,February,27,2019,26,33,53,9,15,4,12,11,28,,,,,n,,,,,,0.6,,lb,jw,Ofure
104,March,2,2019,29,24,38,20,41,23,35,23,33,,,,,n,,,,,,0.64,,jw,jw,Ofure
104,March,6,2019,33,61,31,43,19,46,57,28,45,,,,,y,copepod,3,,,,0.54,,jw,jw,Ofure
104,March,9,2019,36,49,26,58,18,42,34,43,33,,,,,y,copepod,1,,,,0.4,,jw,jw,Ofure
104,March,13,2019,40,48,7,56,8,57,14,71,10,,,,,y,copepod,4,,,,0.32,,jw,jw,Ofure
106,February,2,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,,1,,jw,jw,Ofure
106,February,6,2019,5,0,0,1,0,1,0,0,0,0,1,0,0,n,,,,,,1.4,,jw,jw,Ofure
106,February,9,2019,8,0,1,0,0,1,1,0,0,0,0,0,0,n,,,,,,1.4,,jw,jw,Ofure
106,February,13,2019,12,0,5,0,6,0,5,1,5,0,0,0,0,n,,,,,,1.4,,jw,jw,Ofure
106,February,16,2019,15,3,6,5,5,5,8,10,7,0,0,0,0,n,,,,,,1,,jw,jw,Ofure
106,February,20,2019,19,5,35,9,41,7,29,8,25,0,0,0,0,n,,,,,,0.92,,jw,jw,Ofure
106,February,23,2019,22,15,34,15,36,22,51,14,34,0,0,0,0,n,,,,,,0.92,,jw,jw,Ofure
106,February,27,2019,26,35,40,21,37,17,33,13,24,0,0,0,0,n,,,,,,0.8,,jw,jw,Ofure
106,March,2,2019,29,29,41,33,21,23,26,22,29,0,0,0,0,n,,,,,,0.76,,jw,jw,Ofure
106,March,6,2019,33,57,59,43,73,63,50,67,41,0,0,0,0,n,,,,,,0.7,,jw,jw,Ofure
106,March,9,2019,36,82,160,103,138,45,83,108,176,0,0,0,0,n,,,,,,0.56,,jw,jw,Ofure
106,March,13,2019,40,118,144,126,146,113,124,94,106,0,0,0,0,n,,,,,,0.46,,jw,jw,Ofure
107,February,2,2019,1,,,,,,,,,6,6,6,6,n,,,,,,1,,jw,jw,Ofure
107,February,6,2019,5,,,,,,,,,1,0,1,1,n,,,,,,1.5,,jw,jw,Ofure
107,February,9,2019,8,,,,,,,,,1,0,0,0,n,,,,,,1.5,,jw,jw,Ofure
107,February,13,2019,12,,,,,,,,,0,0,0,0,n,,,,,,1.4,,jw,jw,Ofure
107,February,16,2019,15,,,,,,,,,0,0,0,0,n,,,,,,1,,jw,jw,Ofure
107,February,20,2019,19,,,,,,,,,0,0,0,0,n,,,,,,0.92,,jw,jw,Ofure
107,February,23,2019,22,,,,,,,,,0,0,0,0,n,,,,,,0.9,,jw,jw,Ofure
107,February,27,2019,26,,,,,,,,,0,0,0,0,n,,,,,,0.8,,jw,jw,Ofure
107,March,2,2019,29,,,,,,,,,0,0,0,0,n,,,,,,0.78,,jw,jw,Ofure
107,March,6,2019,33,,,,,,,,,0,0,0,0,y,tube,1,,,,0.7,,jw,jw,Ofure
107,March,9,2019,36,,,,,,,,,0,0,0,0,n,,,,,,0.64,,jw,jw,Ofure
107,March,13,2019,40,,,,,,,,,0,0,0,0,y,tube,2,daphnia,1,,,when filtered 6 daphnia and 5 tube,jw,jw,Ofure
108,February,4,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,4,1,,jw,jw,Ofure
108,February,7,2019,5,1,0,0,0,0,0,1,0,1,1,3,3,y,copepod,1,,,4,0.9,,jw,jw,Ofure
108,February,11,2019,8,1,6,0,4,0,1,0,1,0,1,0,0,n,,,,,4,0.78,,jw,jw,Ofure
108,February,14,2019,12,3,2,1,7,0,2,0,0,0,1,1,0,n,,,,,4,0.7,,jw,jw,Ofure
108,February,18,2019,15,10,10,12,17,5,22,1,19,0,0,0,0,n,,,,,4,0.6,,jw,jw,Ofure
108,February,21,2019,19,6,56,6,40,5,37,7,33,0,0,0,0,y,copepod,2,,,4,0.6,,jw,jw,Ofure
108,February,25,2019,22,6,36,8,30,9,29,22,31,0,0,0,0,y,copepod,1,,,4,0.6,,jw,jw,Ofure
108,February,28,2019,26,25,22,20,18,22,27,21,29,0,0,0,0,y,copepod,1,,,4,0.58,snail eggmasses,jw,jw,Ofure
108,March,4,2019,29,38,17,22,15,36,22,27,20,0,0,0,0,y,copepod,5,ostracod,2,4,0.58,,jw,jw,Ofure
108,March,7,2019,33,16,17,33,20,16,12,18,15,0,0,0,0,y,copepod,1,,,4,0.5,,jw,jw,Ofure
108,March,11,2019,36,12,11,23,31,34,19,28,15,0,0,0,0,y,copepod,3,,,4,0.4,eggmasses,jw,jw,Ofure
108,March,14,2019,40,40,23,38,9,55,9,36,11,0,0,0,0,y,copepod,5,ostracod,2,4,0.36,many eggmasses in sediment plates,jw,jw,Ofure
109,February,4,2019,1,0.5,0,0.5,0,0.5,0,0.5,0,3,3,3,3,n,,,,,4,1,,jw,lsb,JW
109,February,7,2019,4,0,0,0,0,0,0,3,0,6,0,2,2,n,,,,,4,0.8,,jw,lsb,JW
109,February,11,2019,8,0,0,0,3,1,0,0,1,0,0,1,0,y,copepod,1,,,4,0.8,,jw,lsb,JW
109,February,14,2019,11,5,3,2,3,1,7,2,5,1,0,0,1,n,,,,,4,0.8,,jw,lsb,JW
109,February,18,2019,15,2,18,2,17,0,13,6,15,0,0,0,0,y,copepod,1,,,4,0.6,,jw,lsb,JW
109,February,21,2019,18,11,47,5,36,5,50,7,53,0,0,0,0,n,,,,,4,0.58,,jw,lsb,JW
109,February,25,2019,22,28,37,16,33,13,45,9,31,0,0,0,0,y,copepod,3,,,4,0.6,,jw,lsb,JW
109,February,28,2019,25,16,25,43,29,47,25,26,21,0,0,0,0,y,copepod,6,,,4,0.5,,jw,lsb,JW
109,March,4,2019,29,33,26,64,21,44,26,43,25,0,0,0,0,y,copepod,10,,,4,0.48,,jw,lsb,JW
109,March,7,2019,32,27,24,44,36,27,32,45,28,0,0,0,0,y,copepod,3,,,4,0.44,,jw,lsb,JW
109,March,11,2019,36,80,46,46,47,60,56,55,65,0,0,0,0,y,copepod,4,,,6,0.34,"4 adult 2 juv snail, daphnia with eggs",jw,lsb,JW
109,March,14,2019,39,73,17,68,23,63,23,76,25,0,0,0,0,y,copepod,6,ostracod,2,6,0.38,4 adult 2 juv snail,jw,lsb,JW
111,February,4,2019,1,1,0,1,0,1,0,1,0,,,,,n,,,,,,1,,jw,ac,
111,February,7,2019,4,1,0,2,0,0,0,1,0,,,,,n,,,,,,0.8,,jw,lsb,JW
111,February,11,2019,8,2,0,1,2,2,4,1,0,,,,,n,,,,,,0.7,,lb,lsb,JW
111,February,14,2019,11,8,3,1,4,2,6,2,13,,,,,y,copepod,1,,,,0.62,,jw,lsb,JW
111,February,18,2019,15,17,16,17,22,8,22,7,18,,,,,n,,,,,,0.54,,jw,lsb,JW
111,February,21,2019,18,7,14,7,18,9,11,4,8,,,,,n,,,,,,0.55,,lb,lsb,JW
111,February,25,2019,22,44,33,12,25,15,17,17,10,,,,,n,,,,,,0.48,,ac,lsb,JW
111,February,28,2019,25,8,23,23,40,18,25,12,28,,,,,n,,,,,,,,,lsb,JW
111,March,4,2019,29,22,8,41,14,20,10,16,20,,,,,n,,,,,,0.38,,jw,lsb,JW
111,March,7,2019,32,32,17,25,46,9,21,26,17,,,,,n,,,,,,0.4,,jw,lsb,JW
111,March,11,2019,36,42,86,56,97,46,84,46,108,,,,,n,,,,,,0.3,some daphnia eggs,jw,lsb,JW
111,March,14,2019,39,72,53,47,37,55,50,61,48,,,,,n,,,,,,0.38,,jw,lsb,JW
113,February,4,2019,1,1,0,1,0,1,0,1,0,,,,,n,,,,,4,1,,jw,lsb,JW
113,February,7,2019,4,2,0,3,0,0,0,1,0,,,,,n,,,,,4,1,,jw,lsb,JW
113,February,11,2019,8,1,3,1,0,3,1,1,2,,,,,n,,,,,,0.85,,lsb,lsb,JW
113,February,14,2019,11,3,8,2,5,2,17,2,2,,,,,n,,,,,4,0.8,,jw,lsb,JW
113,February,18,2019,15,8,27,13,39,7,22,8,28,,,,,n,,,,,3,0.68,1 dead snail,jw,lsb,JW
113,February,21,2019,18,4,11,7,28,10,27,8,6,,,,,n,,,,,4,0.6,,lsb,lsb,JW
113,February,25,2019,22,21,41,16,45,23,33,12,29,,,,,n,,,,,4,0.5,,lsb,lsb,JW
113,February,28,2019,25,19,81,6,47,5,42,12,89,,,,,n,,,,,3,0.5,,ac,lsb,JW
113,March,4,2019,29,43,22,44,29,71,41,42,32,,,,,n,,,,,2,0.42,some daphnia eggs,jw,lsb,JW
113,March,7,2019,32,60,28,34,22,39,17,17,14,,,,,n,,,,,3,0.4,egg mass,jw,lsb,JW
113,March,11,2019,36,45,47,49,32,55,47,60,30,,,,,n,,,,,2,0.36,,jw,lsb,JW
113,March,14,2019,39,102,96,92,70,80,104,72,95,,,,,n,,,,,3,0.36,,jw,lsb,JW
114,February,4,2019,1,1,0,1,0,1,0,1,0,,,,,n,,,,,4,1,,jw,lsb,JW
114,February,7,2019,4,0,0,1,0,4,1,2,0,,,,,n,,,,,4,1.25,,jw,lsb,JW
114,February,11,2019,8,2,0,0,1,0,1,3,1,,,,,n,,,,,,1,,jw,lsb,JW
114,February,14,2019,11,0,5,0,0,9,12,1,6,,,,,n,,,,,4,0.88,,jw,lsb,JW
114,February,18,2019,15,4,17,3,15,4,22,6,18,,,,,n,,,,,4,0.78,,jw,lsb,JW
114,February,21,2019,18,2,13,2,20,3,14,4,10,,,,,n,,,,,4,0.7,,jw,lsb,JW
114,February,25,2019,22,5,19,18,34,8,28,8,20,,,,,n,,,,,4,0.6,,lsb,lsb,JW
114,February,28,2019,25,11,34,6,14,10,41,8,28,,,,,n,,,,,1,0.66,,ac,lsb,JW
114,March,4,2019,29,23,15,28,14,29,23,57,13,,,,,n,,,,,3,0.56,,jw,lsb,JW
114,March,7,2019,32,21,23,21,13,29,21,35,13,,,,,n,,,,,3,0.52,,jw,lsb,JW
114,March,11,2019,36,34,20,24,23,39,25,32,21,,,,,n,,,,,3,0.44,"egg mass, JW killed a snail",jw,lsb,JW
114,March,14,2019,39,39,10,28,16,46,18,25,8,,,,,y,copepod,1,,,2,0.4,,jw,lsb,JW
116,February,4,2019,1,1,0,1,0,1,0,1,0,,,,,n,,,,,4,1,,jw,lsb,JW
